customer_unique_id,total_spent,order_count,avg_spent_per_order
129bfc164612d70a040a844b887dfec5,2960.05,1,2960.05
d9f8d6be11fb416742c9e35e725303f7,2938.17,1,2938.17
5599df2eeb9e2e4f377db24e09cb976f,2913.48,2,1456.74
fff5eb4918b2bf4b2da476788d42051c,2844.96,6,474.16
c38b132f1c68c14c0d3b32e66b796eba,2838.2200000000003,1,2838.2200000000003
8ad6fdb3d658f916f444aaf55a49bb29,2828.42,1,2828.42
c21e93b1d7b7a416d0f36fa6ebc1d60a,2827,1,2827
25bedfc6317ec4a379ef49b9c1049733,2818.74,1,2818.74
34ff67eb3466a779b2f6b6fd56a3b953,2787.87,1,2787.87
81d8bf17c9e450228efeedd2603edfaa,2784.16,1,2784.16
eae0a83d752b1dd32697e0e7b4221656,2783.01,15,185.53400000000002
acc38a550c42d17125cd25c32a464d26,2759.95,1,2759.95
ec5d2f91c651ce345616c7035fab6f9d,2759.88,2,1379.94
1e7097be947ad5d0f7819bdc9d8d7d0e,2751.24,1,2751.24
0de97ff655abfc142ba6fc83e86bf082,2734.66,1,2734.66
149b43a4776ea0a773ac75bc58830fb9,2734.11,1,2734.11
13d9920a16127351540bcd95ad4643c8,2733.6299999999997,1,2733.6299999999997
fc54c2c09aee36da48881e5bf37ef795,2732.06,2,1366.03
f140f377d666848e3712b51a2734d120,2713.3599999999997,1,2713.3599999999997
5e92460d739e8dd987e279285a1d278c,2713.3599999999997,1,2713.3599999999997
bb149f7e7bfee3d984e265d0eae6181b,2681.29,1,2681.29
c949c73b1318491d6b5b117acb3e24a4,2681.29,1,2681.29
212b7cfb2631b23e85a4645a7cba1733,2647.76,1,2647.76
f44ffa618df5f8a65899275c93b14ae2,2638.64,2,1319.32
69e4e534ba5e6a8124d132b271923148,2627.0899999999997,1,2627.0899999999997
684da9ec00ee25877fe21ce197403d04,2616,1,2616
26b5839e505ee33e6a449f7c2c403f99,2607.09,3,869.0300000000001
7814db11654d2bf3b43bae828b6eee05,2606.01,1,2606.01
7386ded430d6aeb715a0d087c38a2dfe,2590.6099999999997,1,2590.6099999999997
d8f1c3ed0de527caf0a7eceeb025b583,2574.38,1,2574.38
0621cda5f3ee9a2e6f3ae6ebb5fcdbe1,2564.65,1,2564.65
02ccceb879088a0253e1e46e0200bdb8,2512.5299999999997,1,2512.5299999999997
84056c11d63b679a61f195ef043505f4,2487.2400000000002,2,1243.6200000000001
575fa0cb05146c256ec1c9d348ec0305,2480.58,3,826.86
5dff3703f9d82688ab5a1c92df1e4b18,2467.33,1,2467.33
bef3ce10ea5715fbcbcbe3b266ee94c5,2467.17,3,822.39
0bec90ebca9ff4b2b830950bb052e52d,2457.44,1,2457.44
8e07cbdbbb24328ece74135e2a81405b,2455.12,1,2455.12
d3ef55d6de8e4be1d4b905e8169224b5,2452.12,1,2452.12
d77aa95864ae5b42160937615628723a,2450.1,2,1225.05
85475e754525d6d222d917dbc8251801,2438.51,1,2438.51
24c0598e5978021ede868fbf7526544a,2429.68,1,2429.68
98133dfcdb0c24fa03c9eb4f0d69a6c4,2416,1,2416
86df00dc5fd68f4dd5d5945ca19f3ed6,2400.4800000000005,12,200.04000000000005
87070b00f89fa49dd0b01ff4bf075b8c,2389.7799999999997,1,2389.7799999999997
e3e0e9112264452e4700d977ce02a4d1,2384.5,1,2384.5
7b0eaf68a16e4808e5388c67345033c9,2340.08,2,1170.04
c53a15252bb69a238a59b79c58a84bcf,2338.48,1,2338.48
6963ee67570e4454bf00b3e5fe52f734,2337.4,1,2337.4
c01158adcf91ee8f143d12388abe5f22,2333.97,1,2333.97
e6fad5b1c79a4760aac5068d09c46535,2328.4,1,2328.4
6a71207bf8784292ad3f6e107ab57755,2325.22,1,2325.22
8bce6306eb006a2ff6135ba36d33d644,2324.99,1,2324.99
c7794313e2cd53472b116a751350f132,2323.25,1,2323.25
8a8ac60fd8ea25925f379a33ef277987,2322.32,1,2322.32
352edc42ddf92161e32abb07872de623,2315.83,1,2315.83
bd90c3e19e58ff2439e72b0554026418,2314.82,1,2314.82
00c07da5ba0e07b4f248a3a373b07476,2304.68,1,2304.68
6ddbc64bd04d40f7768ff088d94cbeb8,2299.66,2,1149.83
ec4b05ce75316354ba9b297f64377ed6,2288.31,1,2288.31
559026a1299bd2ede976c8d516d92258,2276.1000000000004,5,455.2200000000001
03adb96012772d4374285b6a701f3da9,2269.98,2,1134.99
fa094305fdb6062436c99adba7d53dde,2267.28,2,1133.64
7dd0031f1da839843abbcda4e9fb317b,2267.18,1,2267.18
a58b1fe8146940d706e5f07d73bc7d51,2264.9,1,2264.9
698e1cf81d01a3d389d96145f7fa6df8,2262.8000000000006,20,113.14000000000003
e79c794eb044c594d923722240125052,2252.66,1,2252.66
bd879722dc92d795d57264b3c1e09f6a,2241.64,2,1120.82
3d47f4368ccc8e1bb4c4a12dbda7111b,2234.6600000000003,10,223.46600000000004
10e1df2717597281c5cffa0e0a7ca7cb,2225.69,1,2225.69
1a3a962a15f8c6ee0178e1102387d3cc,2223.12,1,2223.12
9d15276f07200ca33bdd7eab12ba67ad,2220.32,1,2220.32
bd8717655febcdf30f106e9f3cb24628,2217.99,1,2217.99
14f5335a43420b92aa77e1f35ada3f42,2213.22,1,2213.22
1579133af5d1fadd0e5e37ec439ed1ec,2207.98,2,1103.99
3895f60f6e6a89e5cfb7b72ffdcdf7e0,2204.04,2,1102.02
c402f431464c72e27330a67f7b94d4fb,2202.399999999999,20,110.11999999999996
25d6024f1eadd97cf86cfcfb7e9617dd,2190.4,1,2190.4
9db254a87951220e74c58549749cf128,2187.42,1,2187.42
25d558c329b841732700cb45b86260cf,2187.42,1,2187.42
3cdadaf84a996b3f07ccfcf9796f1dfd,2183.6,1,2183.6
669e44130af1f9e6d3523ab852672374,2168.6,1,2168.6
1da09dd64e235e7c2f29a4faff33535c,2164.3999999999996,10,216.43999999999997
02e8a66528e84b3ca6150d9b1e03a26f,2158.57,1,2158.57
e0a7e61d37dd4060ab419bdb93a9f05d,2155.35,1,2155.35
60055ae4e5bdcbf7d567809728def6ed,2154.82,2,1077.41
12ebfdb41392890f9d7a8de957274741,2153.35,1,2153.35
b26746dace6d5d8633283ef402271974,2153.35,1,2153.35
ea6f9323b5f8d196980fa72fb91546d0,2153.35,1,2153.35
445e36c0849ad359c7b6d99786c3357c,2153.35,1,2153.35
c77dde0ffa573d733a5afe93774246ec,2152.92,1,2152.92
3baa1dfebd3d28ccc8cdbf5d9faa7602,2151.29,1,2151.29
cad51aa032a0834a45c27586bce31d1c,2150.81,1,2150.81
46e8adbe1802b0aa1d172eb1a4eba9fe,2150.22,1,2150.22
00adeda9b742746c0c66e10d00ea1b74,2148.4,2,1074.2
8a8a3b96590da699865fa7e07e0e08ff,2133.6899999999996,1,2133.6899999999996
afc8f3a11a809a74e5eef0bda1de6b9c,2124.78,1,2124.78
e8258022c5060b1f3d861556a17fd741,2115.79,1,2115.79
87566fe4966777f59b86e1313f177587,2115.05,1,2115.05
c705e3b98b76bd8e56d09625ac94216a,2114.63,1,2114.63
2621b577faf30c524ef1f0fff766a575,2111.57,1,2111.57
82cd8a647fc34614fde430b3285b913e,2110.57,1,2110.57
af17def00ed5fb1ccbebfe805b0bb641,2106.55,1,2106.55
2f99070486aafcc5dac7a979c1ed5f32,2105.57,1,2105.57
7de6d654e4d5b71483c3799468bc27e6,2098.4,1,2098.4
ea1c9b1a4cc63f26f5a165203a4ebd4f,2096.14,1,2096.14
92ce8d58d57d7a8f8b2d5ca4b9810b64,2094.44,1,2094.44
59bfe97acaf7979ebbc663af8bb1827d,2092.86,1,2092.86
ef7361e14a64f77990f58e9c571e2f9a,2091.33,3,697.11
963fee8d1953b0f2bc792a06043fb11c,2082.36,1,2082.36
83486a65903aefe02ed3bac7c23b5f65,2075.48,2,1037.74
73601b1eec55943e90ce8d61253d5c09,2068.68,2,1034.34
fffcf5a5ff07b0908bd4e2dbc735a684,2067.42,2,1033.71
f28efe52152019a633891bfdb679886e,2065.77,3,688.59
918c2334c6537fd745c6aea1e3fe54f8,2065.35,1,2065.35
efb14cc2969129e2d865bc75be239916,2064.88,1,2064.88
6cba2fea42066c8781a30cd92826317c,2060.51,1,2060.51
3d60952351a48ae05804341ab1e3f7fa,2060.2,1,2060.2
613835be7274f39d246f0c9c264ca132,2060.2,1,2060.2
8831da2a67b7007cd92faef855f9fb52,2055.84,1,2055.84
e197b5ef3ad3220f87041f2475b37c81,2048.12,1,2048.12
b0c3cd877e81291a25eb0be8b1919458,2045.47,1,2045.47
26745aefcbade7bf038c84f9529ba5b1,2039.31,1,2039.31
6d394722d5fc5e721aee6875a218d8db,2039.2000000000003,8,254.90000000000003
af366f48405f787edafa83d61e9ab5c5,2036.86,1,2036.86
a7acd7f8aefc1d48f618e3f15c5e327b,2036.0400000000002,3,678.6800000000001
18d3c0c7617e44eab9bef19f29bbdb1b,2035.86,1,2035.86
5330670c6666e6f35a2688802fdb235f,2034.48,1,2034.48
3d81d4e0977945889ce7eee309a884c5,2034.31,1,2034.31
a5854c79718864cb7023094de2c0f8f8,2033.48,1,2033.48
82c0c03a1fb8968a30707374c8566fba,2032.04,1,2032.04
5a04d5472eb5ee998250f0977b31f772,2032,1,2032
75a8083e27e7af87d890db460e048efa,2031.47,1,2031.47
a813e96ecd044395587037a8314a4151,2031.09,1,2031.09
af4add6ae61530f1768eef38c9a52c05,2029.6200000000001,1,2029.6200000000001
b8b32554df7a612f3aefb40b44653a4d,2028.75,1,2028.75
10080cf8d46d43de1133521a8567b153,2028.65,1,2028.65
0bc62798218b7ebd8849210c509efe1d,2027.65,1,2027.65
9cb4965f1caae128f5a82f1345e2e8bc,2027.26,1,2027.26
ee10b948f421cd32fab5283f814d0b78,2027.16,1,2027.16
055ec572ac7f3c7bdd04a183830ebe59,2026.54,1,2026.54
03d1be27ccf6d46178ecd2ad2cc1db10,2026.54,1,2026.54
6ead799d8a12f9095ab29409be2aa075,2026.54,1,2026.54
4c4645e724402ec958ead69dbf1ade6c,2026.54,1,2026.54
02b6ef845021b8fefe19c8d200f3ee06,2024.31,1,2024.31
7c82b91749355c6daebaada73da54e2e,2023,1,2023
921972f1568c1c75a26b18b4cb4ed5a7,2022.33,1,2022.33
28f6c5e53f39cd45ccd6b22fc82cd1d1,2022.02,1,2022.02
906a8a4ec9f3d4c3e64fa6d1c4fe6009,2020.8299999999997,7,288.68999999999994
527f7f3237fb1397c459701bc765b6f0,2017.08,2,1008.54
a22ee6bd65e350c2d1a0d9a12c2e465f,2014.99,1,2014.99
15be5104d4c41b5e0dada09bfa5215d9,2009.62,1,2009.62
0341bbd5c969923a0f801b9e2d10a7b8,1999.68,6,333.28000000000003
15dcd36d3c50ae6540aa942684f51824,1996.32,1,1996.32
6e328f26167e5c9f1c9ac765e6e95f4d,1995.69,1,1995.69
ee4fb55368c4c4fa5069f4c7cbe0ed2e,1992.42,1,1992.42
fec38f6590f4d8e78563eacd15f0413c,1989.96,1,1989.96
a7ca51c5d161c34444a45ff503b78b0c,1989.75,3,663.25
237beb4b0ae00c80268b9b894ed3f65a,1981.22,1,1981.22
8637975a0cb5150b10528f5697511668,1980.71,1,1980.71
a0cd1f3e0a9259b6dd8ec0ed4f63a63e,1978.18,1,1978.18
e09ede1057212120a291c4fa1f832c63,1966.91,1,1966.91
a1bd814d14be56675c1201a1a28a6e64,1963.97,1,1963.97
ea10c984e50edffb58668706bd0bbfc2,1963.14,1,1963.14
f444ba0d223518973d2ab5ee663bfd9a,1963.14,1,1963.14
f2a9c45fecbca38c65837639d0e1c0f2,1963.14,1,1963.14
69b2b29382af03e03e486ad307a76000,1961,1,1961
ca9ff40e3d69e5ffc34a46ed9b91451c,1951.9499999999998,5,390.39
e650a740f366df1d65e17eeda8cccb43,1944.86,1,1944.86
3a205021b542565ebf170c0ec55783d9,1942.6,4,485.65
9b661514ad84d0489ac73d9e24cbf169,1942,1,1942
9410c05c403cf6b73c071fa50c8ae641,1938.74,1,1938.74
b25c74b16e09b4a3390a6db984004c44,1937.6399999999999,3,645.88
994e2b50ade6ead19626283999638f25,1936.99,1,1936.99
b8ca2e14188d8a3ebd2da5dfccb5725d,1936.5,1,1936.5
5a7881e38b4a49918a70658e1dd42a09,1936.27,1,1936.27
7530369a1ddf13882910895b0559423d,1930.34,1,1930.34
bb68ab36f08cea9dece50c4d5f63e1ca,1927.38,2,963.69
d77f9e20bf24f723cb3d4472a1d1b837,1925.81,1,1925.81
ac32c69c438fa163767f5aa5c4d0b6e1,1925.77,1,1925.77
1a3d1e8b28c0ee27c23333ee108c47e6,1924.03,1,1924.03
c5365631fcd0f5ae1802e798e1b7d692,1916.96,4,479.24
14cf3e40a2b5076d2d0384a7e68ca06f,1916.08,2,958.04
95376669d92be6a7dcf0494e0b1d9917,1915.53,1,1915.53
cd020f72b3994d3dda2f464efe9aa99b,1915.13,1,1915.13
cef29e793e232d30250331804cdb7000,1906.6799999999998,4,476.66999999999996
e7ed4f9558a25b5403b41224518d052a,1902.55,1,1902.55
9df040be9d7656d4c912b62472bfcf05,1901.62,1,1901.62
025cf7c2f32536f0be1ab412bb6602d2,1898.61,1,1898.61
66ec2bc0802dd4fa439e49dcfcf813b6,1898.27,1,1898.27
336e748851ceb9da362d2d5e0b2f4b85,1894.41,3,631.47
9654d6df6a63f5a9b61dd5ba0e0d8286,1891.63,1,1891.63
7e1dc025d12dd45046852917926fbd2e,1878.39,1,1878.39
94bbded6a4ac8a3dd9887f99861bf608,1877.8400000000001,1,1877.8400000000001
196fb9c6acb3d8e681f6691d596a21fb,1872.26,1,1872.26
62a71b17bb35ca8351f0ab4fdc7a3354,1871.64,1,1871.64
1ee27e3ae93ad59224094a4ea0c71dc2,1869.8,1,1869.8
0c2fa77ed1433d1b2ed06724ed0d5237,1867.85,1,1867.85
fafe2f8e0b7065fef995698ef3809fec,1861.25,3,620.4166666666666
74a63835c6e5eaef19af58cc83f663aa,1859.1,1,1859.1
23841d4abf4583dec7773f3bd2fe267d,1853.75,1,1853.75
1eb6f015c37dc8e3f5b531fbca809a49,1843.85,1,1843.85
01858f2fad256b1689f5bdafc059f745,1841.11,1,1841.11
18360e41b00709cc7b2c6f391eff829e,1839.05,1,1839.05
15fbc48df691e0ad51b0cf30d86392a2,1837.16,2,918.58
89b692db0c2020ee873dbf261d941543,1832.54,1,1832.54
8d434defc893fd9ac17fabd1462cbce3,1830.99,1,1830.99
35dac57557b3ffbf2f231d3c1483fde1,1830.9,1,1830.9
604b4fd4dd22b3811eca8c2d4f1f63c5,1830.12,1,1830.12
8ac03172dc8e36a4c5e0b694ef3235aa,1828.41,1,1828.41
d61c923fff01b0e448672a2159ed5757,1826.34,1,1826.34
0326524848da9311350236471586bd61,1826.07,1,1826.07
13fb439d0a2aae1e3200ccb4dc9b37e7,1821.87,1,1821.87
6ae98e2bdf8d09e86cd16479fa511f9e,1821.82,1,1821.82
0adb59a4ec552b5ea48414b79861e292,1817.54,1,1817.54
66b219a06a37d7129406e32d295a46fb,1816.11,1,1816.11
c40698869e63dc7c57f3f66e767e7287,1814.29,1,1814.29
bf31713750139aba4c36772dc9459f44,1812.33,1,1812.33
798c34ffa9047399853eab8ca7c0b9a0,1812.19,2,906.095
6d3c02f03efc71b44d52999fc95fc86e,1810.5,3,603.5
6e47014313b6b80ef3dd44568083862e,1806.68,1,1806.68
77c404a3e8a4ee3808befcc4663ac123,1804.05,1,1804.05
f3140df89d24aa120f087331fe18f773,1803.24,4,450.81
ac0ec8bdce394d27bc6c91549f2b5091,1798.01,1,1798.01
21b7e7811ddc742cba9b74aaf89fb281,1797.73,1,1797.73
280bf653e57167086c1a8ffd18b03ab1,1793.23,1,1793.23
38e482d7770a43f5929378c4dec76d5e,1789.02,1,1789.02
26ad70987fa3435c6279b8c3a5f4980c,1787.72,1,1787.72
c11f76d3806da64a4c64ea47627444e2,1784.1999999999998,2,892.0999999999999
9cde2485320efdd065a76233a3612623,1783.7,1,1783.7
525cda9909aa001ebed396f6e55eae01,1782.9,3,594.3000000000001
4550984876a4424451525c6854a996d4,1782.55,1,1782.55
85b483b4f7f7bb9fe94d3ece0a3cab93,1778.01,1,1778.01
141b3509663d0e6c8735da7d62fcfe16,1775.26,1,1775.26
d3bf48abdd573e74110b3e79d7b07ed1,1770.72,2,885.36
b3879dce6b4a3b94b748b6c9b567695e,1768.4,2,884.2
20a5257c01689ac69410a14cb51bb447,1767.1000000000001,10,176.71
ac507528f385811a6feb0e3e1fe0afad,1761.6399999999999,4,440.40999999999997
4facc2e6fbc2bffab2fea92d2b4aa7e4,1760.7499999999998,4,440.18749999999994
082f4a93605df980ab01581db54640d3,1759.26,1,1759.26
c9b33c9f1440ff1ebc8d4fe9b182614e,1759.04,1,1759.04
397b44d5bb99eabf54ea9c2b41ebb905,1756.53,6,292.755
910f0afb84bc778e856d3683c7e8a46a,1756.1000000000001,5,351.22
7da11710b7b7aeebec5c91a6057c9969,1755.21,1,1755.21
f6255a326ff4c43107bc0f42f433be94,1740.3899999999999,2,870.1949999999999
a1a9e43decb5941c1fc7f7c5fd507c5d,1738.17,1,1738.17
a1044dd75b74fbc485b040575a14acf0,1737.8799999999999,3,579.2933333333333
10811ce4adce690edaf95b2e8eb3845a,1736.3,2,868.15
4d32ae832a9e254bda80dac89fd37afb,1733.7,2,866.85
2c32247bb780398fedc970dfa0832e25,1733.34,1,1733.34
6aa828fc903b810472cff927dd42b500,1730.87,1,1730.87
a43af8fbe622cbe4be01322821f61145,1730.87,1,1730.87
4e284eec447afc7c7d56adeda4bba178,1730.04,1,1730.04
2f0ce2fb407114dbfa866f22c7cf9e9d,1729.98,1,1729.98
42f1fdf511aeb359f56e375cae330892,1728.81,1,1728.81
9fc8316f4c0d0601664216e0a9327ed5,1727.67,1,1727.67
132f423dc424a05048538d51a18301d2,1725.64,1,1725.64
1d10557878391272c010c263dba24b66,1719.92,4,429.98
55b2d632bc5b7859767c1efd222c1659,1714.21,1,1714.21
f94b83157ce2162d5eabd54f242d6065,1714.02,3,571.34
d233f180804b66001abae78d15d37d10,1710.18,2,855.09
5a494c648fde2d1ec4eb614274ea7159,1703.3799999999997,11,154.85272727272724
79dbe8f7d2cd77fc463cfb663ab1375c,1702.3500000000001,5,340.47
aa1d9bb16c635762854fcd37dd575662,1698.56,2,849.28
92fb5b65fbbdfe7d8e55e53e0af5a971,1697.45,1,1697.45
598338796239e698c67fb95bc368de07,1693.31,1,1693.31
145f5c920dcccbb95081ceaa800df82e,1692.59,1,1692.59
5bc4d654dc4eb95cbd977eafadb38383,1692.05,1,1692.05
923c196bd8ad794e9d13679e356c43df,1690.95,1,1690.95
079ad4f138ec38e726e7d9ac51ae1410,1680.25,1,1680.25
b8521fd4a5dbdf907f969af459a46838,1679.63,1,1679.63
3bd9e0cb53a95db314b55aa82f814502,1677.31,1,1677.31
c8639255be49cc9a738ca337bcf2833f,1675.71,1,1675.71
c169c9937db997a267f749cdd64c161f,1675.68,8,209.46
ff0e4a6f3114ad1d211b885159bf1eb2,1672.67,1,1672.67
2d0151326be4a97cbfbc8bdcef558e10,1672.08,1,1672.08
28e7419981c810e071e0f6b061129fbc,1672.0600000000002,1,1672.0600000000002
fac9eb2c3c550f64f779646726710b59,1668.74,1,1668.74
e0c3bef7c7e5679c7776c40abec7fe2b,1662.02,1,1662.02
ba3f35c1ecbfcbac6854edf5ffcc198d,1659.85,5,331.96999999999997
5a1f8efaa6ce666e9622bf2e22c42aac,1658.81,1,1658.81
3d16d54112c57c93d5bfaf6b395b3f0f,1658.6999999999998,3,552.9
9fca9eeea062d51882419081f80ba5e2,1657.5700000000002,1,1657.5700000000002
c89e2005ddcd889c687343e2a7d7a115,1655.6,1,1655.6
061e0d9d23f099ebcc78d1c90f94dfbe,1654.46,1,1654.46
87c9e7ba960e4c2e6bd786b162adc639,1653.98,2,826.99
99f125422e3e42df876a689e8e217798,1653.6,1,1653.6
67d859ff554d120ac0826e97df1175d1,1653.6,1,1653.6
cb6224938ef72376e7f5183777032fea,1653.6,1,1653.6
bdd88e5f6a6810d95baef27f2f6055fe,1653.6,1,1653.6
3d16152c514410c047904cd433439892,1650.56,1,1650.56
d1aef037cd06ae9e8018d05efd0ed17a,1648.64,1,1648.64
6d8ee4a9676fc8b41d3edc2a1eb46579,1645.82,1,1645.82
5993c0ed4bc51b72a8332bb7fa4303c5,1644.76,1,1644.76
0a8ddbf973510e50bdbfd4300dd90385,1644.57,1,1644.57
c1099629bd44f439554021f60cdb120c,1644.36,1,1644.36
67031f3c7bc5f28dd7b6344294b4ffec,1643.64,1,1643.64
ae4b37b37bb22e37fe34ada808837207,1643.04,2,821.52
03fe4b83d144beca992a5e3cffbdb5e6,1642.54,2,821.27
36d7df3b5d8326ec792859208e53ac93,1642.11,1,1642.11
b0ee09a612abb2a24044216adc08b665,1640.6,1,1640.6
3e2dfa26943efe5cf2f76a725b6675a7,1638.72,1,1638.72
12138e8ba93973c9b561253683f5581b,1638.35,7,234.04999999999998
fa03405c1fce3650144d97158b4b1849,1635.64,1,1635.64
d1c843178ca07004edbe2ac277b35bcc,1635.64,1,1635.64
29a553dd8a1a0a22d1ee92263463abe9,1635.64,1,1635.64
74092b9d4919431b8b4c02fd8569bccd,1635.54,2,817.77
13d04f61bea0332b8d69918a99e7fb22,1635.51,1,1635.51
81238d4299b66d04234593c4a832773e,1629.33,1,1629.33
d184e6edddcb1c912ebed8bb8491fc85,1628.6,1,1628.6
c6b1d0d394ba367ae48f9bb69158231b,1628.6,1,1628.6
fe203d7588a60b447f5c5f089b967097,1628.07,1,1628.07
f6e8b25c5a0d2fc779a3415df14b2f88,1627.84,1,1627.84
ffba9f9dff87b05e310ecc46c8591044,1626.8300000000002,1,1626.8300000000002
ee1ab7f8a445e29acff592989e83a70a,1626.65,1,1626.65
8411ef4ebe0b18e75fd75efde5455e15,1623.94,1,1623.94
6411590d91c48640cb07e72fbb4a359e,1619.73,9,179.97
b5d5805f04ae037ef5de0d12fbed7bab,1617.8400000000001,2,808.9200000000001
856cfe0bdb5bc7fad4061781400c54da,1605.14,1,1605.14
650f945256ea49b526cede6f2dbb89a9,1605.14,1,1605.14
43df16fc8bbc0499aa6bf4e582dfbb66,1603.25,1,1603.25
f0d3389b217aa61b5a66744ddd694cc3,1603.0800000000002,6,267.18
005226be8d5b972d0f72b4e8a79f322b,1600.51,1,1600.51
4c21c589db03eb65cbc452fc470850cf,1591.25,5,318.25
fe81bb32c243a86b2f86fbf053fe6140,1590.7599999999998,5,318.15199999999993
262f884f74980c0ad26fcaab579a3294,1590.25,1,1590.25
fb94a0ec084fa8e33ec943992e3c6929,1589.57,1,1589.57
fc24db02becd484accefaa5af59c18b1,1588.9499999999998,2,794.4749999999999
8b20a60ae8a273e444118d6e8a7c3627,1584.96,1,1584.96
057dbb60927c6bc5bf3ca3f2f23e447f,1583.71,1,1583.71
5eb539db8bad2407b71782f1d55a4826,1575.05,1,1575.05
71150730b022797afd6a487820125da0,1570.79,1,1570.79
d941a608aa14794954f62d8c3da2b9dd,1570.21,1,1570.21
ff6c9c45f6cee4ec0785650b18322d73,1568.72,1,1568.72
1b3033b0a47ab66dfbe6607550bfe38d,1564.0700000000002,1,1564.0700000000002
73e9c626827cd8c4bb38b55ab31d816e,1562.5700000000002,1,1562.5700000000002
9d0ace373bd69cc599d745b9d1a323c7,1556.7,1,1556.7
301fdbdb88825096a683fcfacac44718,1556.67,1,1556.67
71c99dc35fee93881af2d5a1edb24442,1555.23,1,1555.23
b3fc51a2057e04657dbe29f48f3ecaaa,1550.68,1,1550.68
4dba78a69f5fb2d5ba4bdf9696e1eb8f,1549.41,1,1549.41
0f5ac8d5c31de21d2f25e24be15bbffb,1544.8200000000004,18,85.82333333333335
3ec83b54e0afb70def9480cd6b9097f7,1544.7599999999998,9,171.64
81446cd6d7ceaddfc66d7ab9ec60aa55,1544.62,1,1544.62
34cd0f2f38a66796cfbc8a33ece7448c,1543.25,3,514.4166666666666
9bd3a0d5aee992c5692a2a912a50d2fb,1541.7,2,770.85
f94c00f0411b6a3e6cbde94b120fb786,1537.04,1,1537.04
4b3bb0581e463066eed601f1991b4f16,1535.22,3,511.74
b64460d7d925960dcf9beefe03131679,1534.98,2,767.49
6b2af0e98d36916cbc15761bf6048220,1534.58,1,1534.58
